SVN,Frame,Memory,Memory (Managed),Gen 0 GC,Gen 1 GC,Gen 2 GC,Processors,Frame Rate,Frame Time,Shadow Primitives,Render Primitives,Render Process,Updater Process,Loader Process,Sound Process
1.6,2863,0,166362720,890,108,38,4,19,0.051956,2674,3339,92,29,0,11
1.6,2864,0,166550976,890,108,38,4,19,0.053019,2674,3339,92,29,0,11
1.6,2865,0,166739176,890,108,38,4,19,0.051986,2674,3343,92,29,0,11
1.6,2866,0,165359992,891,108,38,4,19,0.052142,2674,3343,92,29,0,11
1.6,2867,0,165589104,891,108,38,4,19,0.052318,2674,3343,92,29,0,11
1.6,2868,0,165735560,891,108,38,4,19,0.052051,2674,3343,88,19,0,12
1.6,2869,0,165833568,891,108,38,4,19,0.053259,2674,3346,88,19,0,12
1.6,2870,0,166013720,891,108,38,4,19,0.053374,2674,3339,88,19,0,12
1.6,2871,0,166185600,891,108,38,4,18,0.054736,2674,3331,88,19,0,12
1.6,2872,0,166424264,891,108,38,4,18,0.054863,2674,3331,88,19,0,12
1.6,2873,0,166604016,891,108,38,4,18,0.055493,2674,3332,93,21,0,12
1.6,2874,0,166812464,891,108,38,4,18,0.055867,2674,3336,93,21,0,12
1.6,2875,0,165462448,892,108,38,4,18,0.056605,2674,3336,93,21,0,12
1.6,2876,0,165642080,892,108,38,4,18,0.055533,2674,3332,93,21,0,12
1.6,2877,0,165740272,892,108,38,4,18,0.055401,2674,3330,93,21,0,12
1.6,2878,0,165984712,892,108,38,4,18,0.055583,2674,3329,97,41,0,13
1.6,2879,0,166107176,892,108,38,4,18,0.057105,2745,3328,97,41,0,13
1.6,2880,0,166295440,892,108,38,4,18,0.056945,2745,3328,97,41,0,13
1.6,2881,0,166475520,892,108,38,4,18,0.055624,2748,3330,97,41,0,13
1.6,2882,0,166690096,892,108,38,4,18,0.054124,2751,3331,97,41,0,13
1.6,2883,0,166739144,892,108,38,4,19,0.053807,2751,3321,91,28,0,10
1.6,2884,0,165417440,893,108,38,4,19,0.052553,2752,3324,91,28,0,10
1.6,2885,0,165597440,893,108,38,4,19,0.051748,2757,3331,91,28,0,10
1.6,2886,0,165769240,893,108,38,4,19,0.051888,2757,3331,91,28,0,10
1.6,2887,0,165973768,893,108,38,4,19,0.052980,2757,3331,91,28,0,10
1.6,2888,0,166047336,893,108,38,4,19,0.052923,2757,3331,93,26,0,15
1.6,2889,0,166300656,893,108,38,4,20,0.050492,2757,3331,93,26,0,15
1.6,2890,0,166382416,893,108,38,4,19,0.051363,2757,3331,93,26,0,15
1.6,2891,0,166570744,893,108,38,4,19,0.053269,2757,3331,93,26,0,15
1.6,2892,0,166765576,893,108,38,4,19,0.053501,2757,3331,93,26,0,15
1.6,2893,0,165393632,894,108,38,4,19,0.052680,2757,3331,97,33,1,13
1.6,2894,0,165590024,894,108,38,4,19,0.053542,2757,3331,97,33,1,13
1.6,2895,0,165769496,894,108,38,4,19,0.053664,2757,3331,97,33,1,13
1.6,2896,0,165900408,894,108,38,4,19,0.053519,2757,3331,97,33,1,13
1.6,2897,0,166006760,894,108,38,4,19,0.053330,2757,3331,97,33,1,13
1.6,2898,0,166211416,894,108,38,4,19,0.053333,2757,3331,94,29,0,15
1.6,2899,0,166407800,894,108,38,4,18,0.054347,2757,3331,94,29,0,15
1.6,2900,0,166595936,894,108,38,4,19,0.053656,2757,3331,94,29,0,15
1.6,2901,0,166776048,894,108,38,4,19,0.052507,2757,3331,94,29,0,15
1.6,2902,0,166816752,894,108,38,4,19,0.051907,2757,3331,94,29,0,15
1.6,2903,0,165438480,895,108,38,4,19,0.052495,2757,3331,91,27,1,14
1.6,2904,0,165634904,895,108,38,4,19,0.052245,2757,3331,91,27,1,14
1.6,2905,0,165823016,895,108,38,4,19,0.052526,2757,3331,91,27,1,14
1.6,2906,0,166003048,895,108,38,4,19,0.052597,2757,3331,91,27,1,14
1.6,2907,0,166092864,895,108,38,4,19,0.052735,2757,3331,91,27,1,14
1.6,2908,0,166305512,895,108,38,4,19,0.052845,2757,3331,92,28,0,13
1.6,2909,0,166510016,895,108,38,4,18,0.054241,2757,3331,92,28,0,13
1.6,2910,0,166788256,895,108,38,4,18,0.055152,2757,3331,92,28,0,13
1.6,2911,0,165356888,896,108,38,4,18,0.056179,2757,3331,92,28,0,13
1.6,2912,0,165569744,896,108,38,4,17,0.058372,2757,3331,92,28,0,13
1.6,2913,0,165798720,896,108,38,4,17,0.059090,2757,3331,89,23,0,16
1.6,2914,0,165995128,896,108,38,4,17,0.059483,2757,3331,89,23,0,16
1.6,2915,0,166207848,896,108,38,4,16,0.061049,2757,3331,89,23,0,16
1.6,2916,0,166240552,896,108,38,4,16,0.062310,2757,3331,89,23,0,16
1.6,2917,0,166428832,896,108,38,4,16,0.061695,2757,3331,89,23,0,16
1.6,2918,0,166616968,896,108,38,4,16,0.062560,2757,3331,96,28,1,11
1.6,2919,0,166813240,896,108,38,4,17,0.060478,2757,3331,96,28,1,11
1.6,2920,0,165414328,897,108,38,4,17,0.059442,2757,3331,96,28,1,11
1.6,2921,0,165553416,897,108,38,4,17,0.058430,2757,3331,96,28,1,11
1.6,2922,0,165667864,897,108,38,4,17,0.058382,2757,3331,96,28,1,11
1.6,2923,0,165847928,897,108,38,4,17,0.058431,2757,3331,94,24,1,13
1.6,2924,0,166058832,897,108,38,4,17,0.059580,2757,3331,94,24,1,13
1.6,2925,0,166255232,897,108,38,4,17,0.058362,2757,3331,94,24,1,13
1.6,2926,0,166443512,897,108,38,4,17,0.058047,2757,3331,94,24,1,13
1.6,2927,0,166623520,897,108,38,4,17,0.058235,2757,3331,94,24,1,13
1.6,2928,0,166819424,897,108,38,4,17,0.059170,2757,3331,97,29,0,12
1.6,2929,0,165626400,898,108,38,4,16,0.062489,2757,3331,97,29,0,12
1.6,2930,0,165773560,898,108,38,4,15,0.066028,2757,3331,97,29,0,12
1.6,2931,0,165969864,898,108,38,4,15,0.067696,2757,3331,97,29,0,12
1.6,2932,0,166204984,898,108,38,4,14,0.071156,2757,3331,91,26,1,15
1.6,2933,0,166556944,898,108,38,4,14,0.072683,2757,3331,91,26,1,15
1.6,2934,0,166737024,898,108,38,4,14,0.073802,2757,3331,91,26,1,15
1.6,2935,0,165356560,899,108,38,4,13,0.076866,2757,3331,91,26,1,15
1.6,2936,0,165634472,899,108,38,4,13,0.078994,2757,3331,88,24,0,13
1.6,2937,0,165920920,899,108,38,4,12,0.082704,2757,3331,88,24,0,13
1.6,2938,0,166109184,899,108,38,4,12,0.085088,2757,3331,88,24,0,13
1.6,2939,0,166452624,899,108,38,4,12,0.083200,2757,3331,89,22,2,15
1.6,2940,0,166648952,899,108,38,4,12,0.083205,2757,3331,89,22,2,15
1.6,2941,0,166837232,899,108,38,4,12,0.083297,2757,3331,89,22,2,15
1.6,2942,0,165454864,900,108,38,4,12,0.082515,2757,3331,89,22,2,15
1.6,2943,0,165822976,900,108,38,4,12,0.082604,2757,3331,86,22,0,13
1.6,2944,0,166019264,900,108,38,4,12,0.081908,2757,3331,86,22,0,13
1.6,2945,0,166207488,900,108,38,4,12,0.081553,2757,3331,86,22,0,13
1.6,2946,0,166436576,900,108,38,4,12,0.082143,2757,3331,86,22,0,13
1.6,2947,0,166747696,900,108,38,4,12,0.080827,2757,3331,90,23,4,13
1.6,2948,0,165381088,901,108,38,4,12,0.081479,2757,3331,90,23,4,13
1.6,2949,0,165658992,901,108,38,4,12,0.082829,2757,3331,90,23,4,13
1.6,2950,0,165918296,901,108,38,4,12,0.083966,2757,3331,90,23,4,13
1.6,2951,0,166147496,901,108,38,4,12,0.084613,2757,3331,89,14,0,11
1.6,2952,0,166311112,901,108,38,4,12,0.083142,2757,3331,89,14,0,11
1.6,2953,0,166491232,901,108,38,4,12,0.083682,2757,3331,89,14,0,11
1.6,2954,0,166735408,901,108,38,4,12,0.082416,2757,3331,89,14,0,11
1.6,2955,0,165340176,902,108,38,4,12,0.081343,2757,3331,85,21,0,21
1.6,2956,0,165675280,902,108,38,4,13,0.078713,2757,3331,85,21,0,21
1.6,2957,0,165862704,902,108,38,4,13,0.077674,2757,3331,85,21,0,21
1.6,2958,0,166008032,902,108,38,4,14,0.073873,2757,3331,85,21,0,21
1.6,2959,0,166122048,902,108,38,4,14,0.073027,2757,3331,96,38,0,13
1.6,2960,0,166293904,902,108,38,4,15,0.068645,2757,3331,96,38,0,13
1.6,2961,0,166490352,902,108,38,4,15,0.065620,2757,3331,96,38,0,13
1.6,2962,0,166670448,902,108,38,4,16,0.063019,2757,3331,96,38,0,13
1.6,2963,0,165345264,903,108,38,4,17,0.059514,2757,3331,92,21,0,17
1.6,2964,0,165541688,903,108,38,4,17,0.058465,2746,3325,92,21,0,17
1.6,2965,0,165582528,903,108,38,4,17,0.057211,2748,3325,92,21,0,17
1.6,2966,0,165770808,903,108,38,4,18,0.056204,2748,3306,92,21,0,17
1.6,2967,0,165950920,903,108,38,4,19,0.054001,2748,3306,92,21,0,17
1.6,2968,0,166162712,903,108,38,4,19,0.052980,2748,3305,95,32,0,13
1.6,2969,0,166203576,903,108,38,4,20,0.050376,2536,3248,95,32,0,13
1.6,2970,0,166399912,903,108,38,4,20,0.050459,2536,3248,95,32,0,13
1.6,2971,0,166579968,903,108,38,4,20,0.050002,2536,3248,95,32,0,13
1.6,2972,0,166653560,903,108,38,4,20,0.049959,2550,3247,95,32,0,13
1.6,2973,0,165301088,904,108,38,4,20,0.049692,2550,3247,91,30,0,15
1.6,2974,0,165458568,904,108,38,4,20,0.050454,2550,3247,91,30,0,15
1.6,2975,0,165663112,904,108,38,4,20,0.049754,2550,3247,91,30,0,15
1.6,2976,0,165851168,904,108,38,4,20,0.049867,2550,3239,91,30,0,15
1.6,2977,0,166039480,904,108,38,4,20,0.051138,2549,3239,91,30,0,15
1.6,2978,0,166161856,904,108,38,4,20,0.050841,2549,3239,87,22,0,14
1.6,2979,0,166276480,904,108,38,4,20,0.050236,2549,3239,87,22,0,14
1.6,2980,0,166514368,904,108,38,4,20,0.049744,2546,3239,87,22,0,14
1.6,2981,0,166677624,904,108,38,4,20,0.049939,2549,3239,87,22,0,14
1.6,2982,0,165316808,905,108,38,4,20,0.049839,2546,3240,87,22,0,14
1.6,2983,0,165357728,905,108,38,4,20,0.050885,2546,3240,96,46,0,13
1.6,2984,0,165554208,905,108,38,4,20,0.049516,2551,3243,96,46,0,13
1.6,2985,0,165785392,905,108,38,4,20,0.050674,2548,3236,96,46,0,13
1.6,2986,0,165867088,905,108,38,4,20,0.050695,2548,3236,96,46,0,13
1.6,2987,0,165981688,905,108,38,4,21,0.048723,2552,3235,96,46,0,13
1.6,2988,0,166178112,905,108,38,4,20,0.048912,2549,3235,96,46,0,13
1.6,2989,0,166283784,905,108,38,4,20,0.049774,2549,3235,93,32,0,13
1.6,2990,0,166414368,905,108,38,4,20,0.050060,2549,3235,93,32,0,13
1.6,2991,0,166637368,905,108,38,4,20,0.050215,2549,3235,93,32,0,13
1.6,2992,0,166809232,905,108,38,4,20,0.050081,2552,3235,93,32,0,13
1.6,2993,0,165365584,906,108,38,4,20,0.049112,2549,3235,93,32,0,13
1.6,2994,0,165472040,906,108,38,4,20,0.049543,2549,3236,93,32,0,13
1.6,2995,0,165676280,906,108,38,4,21,0.047935,2549,3236,94,26,0,12
1.6,2996,0,165880624,906,108,38,4,21,0.048546,2555,3235,94,26,0,12
1.6,2997,0,165989232,906,108,38,4,20,0.049256,2558,3235,94,26,0,12
1.6,2998,0,166136624,906,108,38,4,20,0.049387,2555,3235,94,26,0,12
1.6,2999,0,166316680,906,108,38,4,20,0.049730,2555,3237,94,26,0,12
1.6,3000,0,166504952,906,108,38,4,20,0.049817,2555,3238,94,26,0,12
1.6,3001,0,166701368,906,108,38,4,20,0.049347,2554,3238,92,27,0,14
1.6,3002,0,166742200,906,108,38,4,20,0.049178,2338,3180,92,27,0,14
1.6,3003,0,165416216,907,108,38,4,20,0.049682,2341,3182,92,27,0,14
1.6,3004,0,165612168,907,108,38,4,21,0.048341,2341,3182,92,27,0,14
1.6,3005,0,165677576,907,108,38,4,20,0.049039,2338,3181,92,27,0,14
1.6,3006,0,165808624,907,108,38,4,21,0.048152,2332,3182,92,27,0,14
1.6,3007,0,166005048,907,108,38,4,20,0.048872,2332,3182,88,26,0,11
1.6,3008,0,166209712,907,108,38,4,20,0.048786,2332,3182,88,26,0,11
1.6,3009,0,166334408,907,108,38,4,21,0.048075,2332,3182,88,26,0,11
1.6,3010,0,166473640,907,108,38,4,21,0.047990,2332,3182,88,26,0,11
1.6,3011,0,166661944,907,108,38,4,21,0.048118,2335,3191,88,26,0,11
1.6,3012,0,166833720,907,108,38,4,21,0.048427,2335,3191,88,26,0,11
1.6,3013,0,165458408,908,108,38,4,21,0.047738,2335,3191,88,22,0,16
1.6,3014,0,165515664,908,108,38,4,21,0.048659,2335,3190,88,22,0,16
1.6,3015,0,165730720,908,108,38,4,21,0.048708,2335,3190,88,22,0,16
1.6,3016,0,165935312,908,108,38,4,21,0.048648,2335,3192,88,22,0,16
1.6,3017,0,165959888,908,108,38,4,21,0.046902,2335,3205,88,22,0,16
1.6,3018,0,166156312,908,108,38,4,22,0.046071,2335,3202,88,22,0,16
1.6,3019,0,166327344,908,108,38,4,22,0.045466,2334,3202,94,28,0,13
1.6,3020,0,166604416,908,108,38,4,22,0.044874,2334,3202,94,28,0,13
1.6,3021,0,168112984,909,108,38,4,22,0.046154,2336,3206,94,28,0,13
1.6,3022,0,168301184,909,108,38,4,22,0.046131,2336,3206,94,28,0,13
1.6,3023,0,167583192,910,108,38,4,22,0.046399,2336,3205,94,28,0,13
1.6,3024,0,167738696,910,108,38,4,22,0.046498,2335,3208,94,28,0,13
1.6,3025,0,167853168,910,108,38,4,22,0.045208,2335,3205,93,29,0,13
1.6,3026,0,167992224,910,108,38,4,22,0.045247,2335,3204,93,29,0,13
1.6,3027,0,168206264,910,108,38,4,21,0.046985,2335,3198,93,29,0,13
1.6,3028,0,168247008,910,108,38,4,21,0.047660,2335,3200,93,29,0,13
1.6,3029,0,168435352,910,108,38,4,20,0.048846,2334,3199,93,29,0,13
1.6,3030,0,168623512,910,108,38,4,20,0.049113,2337,3199,93,29,0,13
1.6,3031,0,168820048,910,108,38,4,21,0.047805,2337,3200,88,20,0,15
1.6,3032,0,168934448,910,108,38,4,21,0.047669,2337,3200,88,20,0,15
1.6,3033,0,169067048,910,108,38,4,21,0.047883,2328,3195,88,20,0,15
1.6,3034,0,169263512,910,108,38,4,21,0.046732,2325,3187,88,20,0,15
1.6,3035,0,169361752,910,108,38,4,21,0.047940,2325,3179,88,20,0,15
1.6,3036,0,169492384,910,108,38,4,21,0.047946,2103,3120,88,20,0,15
1.6,3037,0,166331192,911,109,38,4,21,0.046696,2103,3101,89,26,0,12
1.6,3038,0,166527648,911,109,38,4,21,0.047284,2104,3101,89,26,0,12
1.6,3039,0,166619696,911,109,38,4,22,0.046306,2106,3092,89,26,0,12
1.6,3040,0,166799784,911,109,38,4,21,0.047040,2110,3084,89,26,0,12
1.6,3041,0,167143704,911,109,38,4,19,0.053513,2112,3082,89,26,0,12
1.6,3042,0,167233464,911,109,38,4,19,0.053375,2114,3086,89,26,0,12
1.6,3043,0,167388632,911,109,38,4,19,0.052191,2113,3078,91,26,0,14
1.6,3044,0,167584928,911,109,38,4,19,0.052984,2113,3077,91,26,0,14
1.6,3045,0,166192240,912,109,38,4,19,0.052588,2110,3075,91,26,0,14
1.6,3046,0,166240896,912,109,38,4,19,0.053165,2110,3075,91,26,0,14
1.6,3047,0,166437320,912,109,38,4,19,0.053780,2110,3075,91,26,0,14
1.6,3048,0,166633112,912,109,38,4,19,0.053137,2110,3064,83,24,0,15
1.6,3049,0,166714912,912,109,38,4,19,0.053714,2116,3063,83,24,0,15
1.6,3050,0,166886784,912,109,38,4,19,0.053377,2118,3054,83,24,0,15
1.6,3051,0,167058560,912,109,38,4,21,0.046611,2118,3054,83,24,0,15
1.6,3052,0,167115728,912,109,38,4,21,0.046811,2118,3038,83,24,0,15
1.6,3053,0,167321440,912,109,38,4,21,0.047717,2118,3039,83,24,0,15
1.6,3054,0,167526000,912,109,38,4,21,0.047885,2123,3039,92,29,1,14
1.6,3055,0,167722536,912,109,38,4,21,0.047423,2123,3039,92,29,1,14
1.6,3056,0,166319424,913,109,38,4,21,0.046780,2126,3042,92,29,1,14
1.6,3057,0,166442248,913,109,38,4,21,0.047560,2120,3040,92,29,1,14
1.6,3058,0,166630480,913,109,38,4,21,0.047287,2118,3034,92,29,1,14
1.6,3059,0,166671360,913,109,38,4,21,0.047633,2118,3034,92,29,1,14
1.6,3060,0,166876080,913,109,38,4,21,0.046783,2119,3034,94,37,0,13
1.6,3061,0,167064432,913,109,38,4,21,0.047396,2119,3034,94,37,0,13
1.6,3062,0,167294976,913,109,38,4,21,0.047523,2117,3035,94,37,0,13
1.6,3063,0,167417592,913,109,38,4,21,0.047678,2117,3035,94,37,0,13
1.6,3064,0,167532176,913,109,38,4,21,0.048112,2117,2998,94,37,0,13
1.6,3065,0,167712304,913,109,38,4,21,0.048383,2122,2998,94,37,0,13
1.6,3066,0,166200256,914,109,38,4,21,0.048161,2115,2994,92,33,0,12
1.6,3067,0,166388536,914,109,38,4,21,0.047631,2115,2986,92,33,0,12
1.6,3068,0,166627616,914,109,38,4,21,0.047713,2115,2985,92,33,0,12
1.6,3069,0,166782936,914,109,38,4,21,0.046657,1896,2929,92,33,0,12
1.6,3070,0,166881112,914,109,38,4,21,0.047193,1895,2924,92,33,0,12
1.6,3071,0,167053120,914,109,38,4,21,0.047071,1894,2924,92,33,0,12
1.6,3072,0,167241232,914,109,38,4,21,0.047088,1897,2905,94,40,0,14
1.6,3073,0,167437704,914,109,38,4,21,0.046831,1898,2904,94,40,0,14
1.6,3074,0,167520784,914,109,38,4,21,0.047205,1898,2897,94,40,0,14
1.6,3075,0,167709072,914,109,38,4,21,0.046696,1899,2894,94,40,0,14
1.6,3076,0,166349152,915,109,38,4,21,0.046986,1896,2891,94,40,0,14
1.6,3077,0,166545440,915,109,38,4,22,0.046409,1896,2891,94,40,0,14
1.6,3078,0,166594472,915,109,38,4,22,0.046208,1896,2891,94,47,0,15
1.6,3079,0,166782648,915,109,38,4,22,0.046115,1897,2890,94,47,0,15
1.6,3080,0,167005304,915,109,38,4,22,0.045765,1900,2890,94,47,0,15
1.6,3081,0,167054224,915,109,38,4,22,0.045502,1900,2890,94,47,0,15
1.6,3082,0,167242384,915,109,38,4,22,0.045085,1894,2887,94,47,0,15
1.6,3083,0,167447016,915,109,38,4,22,0.045914,1894,2887,94,47,0,15
1.6,3084,0,167528800,915,109,38,4,22,0.044991,1894,2887,93,39,0,16
1.6,3085,0,167676096,915,109,38,4,22,0.044820,1894,2891,93,39,0,16
1.6,3086,0,167010544,916,109,38,4,22,0.045027,1888,2890,93,39,0,16
1.6,3087,0,167051416,916,109,38,4,22,0.045311,1890,2891,93,39,0,16
1.6,3088,0,167247880,916,109,38,4,22,0.045685,1893,2883,93,39,0,16
1.6,3089,0,167436208,916,109,38,4,22,0.046497,1893,2876,93,39,0,16
1.6,3090,0,167485248,916,109,38,4,22,0.046234,1893,2876,88,25,0,15
1.6,3091,0,167689864,916,109,38,4,21,0.046531,1893,2875,88,25,0,15
1.6,3092,0,167919040,916,109,38,4,21,0.046941,1893,2875,88,25,0,15
1.6,3093,0,168099008,916,109,38,4,22,0.046303,1895,2875,88,25,0,15
1.6,3094,0,168131776,916,109,38,4,22,0.046008,1895,2875,88,25,0,15
1.6,3095,0,168320072,916,109,38,4,21,0.047098,1897,2879,88,25,0,15
1.6,3096,0,166982808,917,109,38,4,21,0.046893,1895,2867,86,19,0,12
1.6,3097,0,167318296,917,109,38,4,21,0.047089,1896,2868,86,19,0,12
1.6,3098,0,167394024,917,109,38,4,21,0.046885,1898,2868,86,19,0,12
1.6,3099,0,167590496,917,109,38,4,21,0.046789,1898,2862,86,19,0,12
1.6,3100,0,167754240,917,109,38,4,21,0.047088,1887,2855,86,19,0,12
1.6,3101,0,167803224,917,109,38,4,22,0.045570,1888,2853,86,19,0,12
1.6,3102,0,168007856,917,109,38,4,22,0.045720,1888,2853,90,29,0,14
1.6,3103,0,168212368,917,109,38,4,22,0.046129,1672,2789,90,29,0,14
1.6,3104,0,166878664,918,109,38,4,22,0.046445,1672,2789,90,29,0,14
1.6,3105,0,166927784,918,109,38,4,22,0.045887,1672,2771,90,29,0,14
1.6,3106,0,167115960,918,109,38,4,21,0.046764,1675,2773,90,29,0,14
1.6,3107,0,167296032,918,109,38,4,21,0.047260,1675,2775,90,29,0,14
1.6,3108,0,167499944,918,109,38,4,21,0.048081,1675,2774,91,35,0,17
1.6,3109,0,167714608,918,109,38,4,20,0.048981,1675,2767,91,35,0,17
1.6,3110,0,168458296,918,109,38,4,20,0.050707,1675,2767,91,35,0,17
1.6,3111,0,168548256,918,109,38,4,19,0.052625,1670,2762,91,35,0,17
1.6,3112,0,168589024,918,109,38,4,19,0.053844,1670,2762,91,35,0,17
1.6,3113,0,168654376,918,109,38,4,19,0.053348,1672,2762,92,26,0,8
1.6,3114,0,168957280,918,109,38,4,19,0.054025,1672,2761,92,26,0,8
1.6,3115,0,169071688,918,109,38,4,18,0.055647,1672,2760,92,26,0,8
1.6,3116,0,167604504,919,109,38,4,18,0.055138,1672,2758,92,26,0,8
1.6,3117,0,167678056,919,109,38,4,18,0.056399,1672,2758,92,26,0,8
1.6,3118,0,167726968,919,109,38,4,18,0.055992,1672,2758,94,27,9,4
1.6,3119,0,167825064,919,109,38,4,18,0.055292,1672,2758,94,27,9,4
1.6,3120,0,167890472,919,109,38,4,18,0.055825,1671,2758,94,27,9,4
1.6,3121,0,167975488,919,109,38,4,18,0.055398,1671,2758,94,27,9,4
1.6,3122,0,168016320,919,109,38,4,19,0.053790,1669,2758,94,27,9,4
1.6,3123,0,168080760,919,109,38,4,18,0.054424,1669,2757,96,31,0,5
1.6,3124,0,168164528,919,109,38,4,19,0.053849,1668,2757,96,31,0,5
1.6,3125,0,168229824,919,109,38,4,19,0.052653,1671,2757,96,31,0,5
1.6,3126,0,168287056,919,109,38,4,19,0.051951,1672,2758,96,31,0,5
1.6,3127,0,168360648,919,109,38,4,19,0.052048,1673,2758,96,31,0,5
1.6,3128,0,168417896,919,109,38,4,19,0.052867,1673,2759,92,23,0,2
1.6,3129,0,168501416,919,109,38,4,19,0.053017,1673,2758,92,23,0,2
1.6,3130,0,168542216,919,109,38,4,19,0.051823,1664,2755,92,23,0,2
1.6,3131,0,168607624,919,109,38,4,19,0.052731,1664,2758,92,23,0,2
1.6,3132,0,168681256,919,109,38,4,19,0.053200,1664,2757,92,23,0,2
1.6,3133,0,168746424,919,109,38,4,19,0.052360,1448,2701,87,24,0,3
1.6,3134,0,168819872,919,109,38,4,19,0.051716,1448,2701,87,24,0,3
1.6,3135,0,168868944,919,109,38,4,19,0.052085,1450,2701,87,24,0,3
1.6,3136,0,168958816,919,109,38,4,19,0.052733,1456,2707,87,24,0,3
1.6,3137,0,168991528,919,109,38,4,19,0.051541,1455,2707,87,24,0,3
1.6,3138,0,169056768,919,109,38,4,19,0.051283,1456,2707,91,29,0,2
1.6,3139,0,169139720,919,109,38,4,19,0.051606,1457,2707,91,29,0,2
1.6,3140,0,167626808,920,109,38,4,19,0.052149,1458,2706,91,29,0,2
1.6,3141,0,167691712,920,109,38,4,19,0.052952,1458,2707,91,29,0,2
1.6,3142,0,167765320,920,109,38,4,18,0.054088,1457,2699,91,29,0,2
1.6,3143,0,167822456,920,109,38,4,18,0.054417,1457,2698,92,55,0,4
1.6,3144,0,167914496,920,109,38,4,18,0.056250,1457,2698,92,55,0,4
1.6,3145,0,167979872,920,109,38,4,18,0.056398,1458,2690,92,55,0,4
1.6,3146,0,168044960,920,109,38,4,17,0.057430,1452,2678,92,55,0,4
1.6,3147,0,168085816,920,109,38,4,18,0.056896,1452,2682,92,55,0,4
1.6,3148,0,168159456,920,109,38,4,18,0.056619,1452,2683,88,25,0,2
1.6,3149,0,168224792,920,109,38,4,18,0.055231,1452,2683,88,25,0,2
1.6,3150,0,168281808,920,109,38,4,18,0.056908,1452,2682,88,25,0,2
1.6,3151,0,168355328,920,109,38,4,18,0.056088,1451,2682,88,25,0,2
1.6,3152,0,168428856,920,109,38,4,18,0.054931,1443,2676,88,25,0,2
1.6,3153,0,168486112,920,109,38,4,18,0.054299,1441,2676,85,26,1,2
1.6,3154,0,168585488,920,109,38,4,19,0.053792,1441,2676,85,26,1,2
1.6,3155,0,168626368,920,109,38,4,19,0.052490,1437,2674,85,26,1,2
1.6,3156,0,168716280,920,109,38,4,19,0.051991,1442,2679,85,26,1,2
1.6,3157,0,168749048,920,109,38,4,19,0.053500,1441,2671,85,26,1,2
1.6,3158,0,168830816,920,109,38,4,18,0.054558,1441,2663,90,53,0,2
1.6,3159,0,168929696,920,109,38,4,18,0.054335,1441,2663,90,53,0,2
1.6,3160,0,169003208,920,109,38,4,20,0.050828,1441,2662,90,53,0,2
1.6,3161,0,169044056,920,109,38,4,20,0.049953,1162,2591,90,53,0,2
1.6,3162,0,169093096,920,109,38,4,21,0.048334,1162,2576,90,53,0,2
1.6,3163,0,167601744,921,109,38,4,20,0.049046,1162,2573,94,50,0,2
1.6,3164,0,167675416,921,109,38,4,20,0.049238,1162,2573,94,50,0,2
1.6,3165,0,167773824,921,109,38,4,19,0.051810,1166,2573,94,50,0,2
1.6,3166,0,167839216,921,109,38,4,19,0.051725,1166,2572,94,50,0,2
1.6,3167,0,167912712,921,109,38,4,20,0.049480,1164,2567,94,50,0,2
1.6,3168,0,167969944,921,109,38,4,21,0.048626,1163,2567,83,23,0,3
1.6,3169,0,168035264,921,109,38,4,20,0.049975,1163,2572,83,23,0,3
1.6,3170,0,168067976,921,109,38,4,20,0.049871,1150,2570,83,23,0,3
1.6,3171,0,168200840,921,109,38,4,20,0.050647,1150,2570,83,23,0,3
1.6,3172,0,168266160,921,109,38,4,19,0.053799,1149,2570,83,23,0,3
1.6,3173,0,168298872,921,109,38,4,18,0.055129,1149,2570,87,38,0,2
1.6,3174,0,168356080,921,109,38,4,18,0.056235,1148,2568,87,38,0,2
1.6,3175,0,168447776,921,109,38,4,18,0.054924,1148,2560,87,38,0,2
1.6,3176,0,168513112,921,109,38,4,18,0.056006,1153,2550,87,38,0,2
1.6,3177,0,168611128,921,109,38,4,17,0.058324,1155,2544,87,38,0,2
1.6,3178,0,168643896,921,109,38,4,17,0.057752,1155,2544,85,46,0,2
1.6,3179,0,168828504,921,109,38,4,17,0.057644,1155,2545,85,46,0,2
1.6,3180,0,168902000,921,109,38,4,17,0.060535,1155,2544,85,46,0,2
1.6,3181,0,168959128,921,109,38,4,16,0.061052,1155,2543,85,46,0,2
1.6,3182,0,169024384,921,109,38,4,17,0.059275,1155,2542,85,46,0,2
1.6,3183,0,169081224,921,109,38,4,17,0.059355,1159,2542,87,34,0,4
1.6,3184,0,169146600,921,109,38,4,17,0.059685,1144,2527,87,34,0,4
1.6,3185,0,167693344,922,109,38,4,16,0.060863,1144,2526,87,34,0,4
1.6,3186,0,167766856,922,109,38,4,15,0.065159,1144,2526,87,34,0,4
1.6,3187,0,167815704,922,109,38,4,16,0.063744,1144,2526,87,34,0,4
1.6,3188,0,168012152,922,109,38,4,16,0.064170,1144,2526,86,22,0,12
1.6,3189,0,168342896,922,109,38,4,15,0.065922,1146,2526,86,22,0,12
1.6,3190,0,168383744,922,109,38,4,15,0.065356,1148,2527,86,22,0,12
1.6,3191,0,168449128,922,109,38,4,16,0.063996,1150,2528,86,22,0,12
1.6,3192,0,168514432,922,109,38,4,15,0.065672,1152,2519,82,47,0,3
