SVN,Frame,Memory,Memory (Managed),Gen 0 GC,Gen 1 GC,Gen 2 GC,Processors,Frame Rate,Frame Time,Shadow Primitives,Render Primitives,Render Process,Updater Process,Loader Process,Sound Process
1.6,1291,0,182571448,776,98,37,4,27,0.036435,1022,3387,95,34,0,2
1.6,1292,0,182620464,776,98,37,4,27,0.036896,1023,3389,95,34,0,2
1.6,1293,0,182653144,776,98,37,4,27,0.036565,1023,3389,95,34,0,2
1.6,1294,0,182702192,776,98,37,4,27,0.036486,1018,3364,95,34,0,2
1.6,1295,0,182774240,776,98,37,4,25,0.039456,1018,3364,94,31,0,2
1.6,1296,0,182831440,776,98,37,4,25,0.040305,1017,3354,94,31,0,2
1.6,1297,0,182872280,776,98,37,4,23,0.042693,1019,3354,94,31,0,2
1.6,1298,0,182929528,776,98,37,4,22,0.044616,1019,3354,94,31,0,2
1.6,1299,0,182978520,776,98,37,4,22,0.046072,1019,3359,94,31,0,2
1.6,1300,0,183035296,776,98,37,4,21,0.047178,1019,3359,94,31,0,2
1.6,1301,0,183068064,776,98,37,4,20,0.048781,1019,3359,97,30,0,2
1.6,1302,0,183133424,776,98,37,4,20,0.049285,828,2587,97,30,0,2
1.6,1303,0,180368488,777,99,37,4,21,0.048598,818,1560,97,30,0,2
1.6,1304,0,180433984,777,99,37,4,20,0.048996,1479,2127,97,30,0,2
1.6,1305,0,180687832,777,99,37,4,21,0.047574,2362,3552,97,30,0,2
1.6,1306,0,180963216,777,99,37,4,21,0.046910,2665,3773,97,30,0,2
1.6,1307,0,181012080,777,99,37,4,22,0.045506,2805,3767,94,27,0,2
1.6,1308,0,181052864,777,99,37,4,22,0.044842,2870,3776,94,27,0,2
1.6,1309,0,181101832,777,99,37,4,22,0.044734,2859,3776,94,27,0,2
1.6,1310,0,181150888,777,99,37,4,23,0.043666,2816,3783,94,27,0,2
1.6,1311,0,181183576,777,99,37,4,23,0.043074,3128,3783,94,27,0,2
1.6,1312,0,181240728,777,99,37,4,23,0.043208,3128,3783,94,27,0,2
1.6,1313,0,181297936,777,99,37,4,22,0.044713,3128,3783,97,30,0,1
1.6,1314,0,181354752,777,99,37,4,22,0.045655,3192,3785,97,30,0,1
1.6,1315,0,181387440,777,99,37,4,22,0.045396,3054,3776,97,30,0,1
1.6,1316,0,181436464,777,99,37,4,22,0.045244,3037,3772,97,30,0,1
1.6,1317,0,181477208,777,99,37,4,22,0.045195,2592,3755,97,30,0,1
1.6,1318,0,181533920,777,99,37,4,23,0.044387,2439,3708,97,30,0,1
1.6,1319,0,181574272,777,99,37,4,23,0.043744,2425,3679,96,27,0,2
1.6,1320,0,181631448,777,99,37,4,23,0.044442,2425,3679,96,27,0,2
1.6,1321,0,181680368,777,99,37,4,22,0.044580,2425,3679,96,27,0,2
1.6,1322,0,181721232,777,99,37,4,23,0.043877,2425,3679,96,27,0,2
1.6,1323,0,181778400,777,99,37,4,23,0.043672,2425,3679,96,27,0,2
1.6,1324,0,181843680,777,99,37,4,23,0.043133,2422,3679,96,27,0,2
1.6,1325,0,181876336,777,99,37,4,23,0.042623,2422,3679,98,26,0,2
1.6,1326,0,181933432,777,99,37,4,24,0.042438,2422,3679,98,26,0,2
1.6,1327,0,181990624,777,99,37,4,24,0.042517,2422,3679,98,26,0,2
1.6,1328,0,182039480,777,99,37,4,23,0.042557,2422,3679,98,26,0,2
1.6,1329,0,182072072,777,99,37,4,23,0.042561,2422,3679,98,26,0,2
1.6,1330,0,182136768,777,99,37,4,24,0.042385,2422,3677,98,26,0,2
1.6,1331,0,182185728,777,99,37,4,24,0.041304,2422,3676,96,28,0,2
1.6,1332,0,182226496,777,99,37,4,24,0.042131,2422,3676,96,28,0,2
1.6,1333,0,182275384,777,99,37,4,24,0.042088,2424,3678,96,28,0,2
1.6,1334,0,180806752,778,99,37,4,24,0.042044,2425,3678,96,28,0,2
1.6,1335,0,180847672,778,99,37,4,24,0.041577,2425,3678,96,28,0,2
1.6,1336,0,180913088,778,99,37,4,24,0.042488,2425,3678,96,28,0,2
1.6,1337,0,180970328,778,99,37,4,24,0.042081,2425,3678,96,27,0,2
1.6,1338,0,181011128,778,99,37,4,24,0.042508,2425,3678,96,27,0,2
1.6,1339,0,181051952,778,99,37,4,24,0.042341,2425,3678,96,27,0,2
1.6,1340,0,181101016,778,99,37,4,24,0.042467,2422,3675,96,27,0,2
1.6,1341,0,181149992,778,99,37,4,23,0.043143,2422,3675,96,27,0,2
1.6,1342,0,181202944,778,99,37,4,23,0.043349,2382,3640,96,27,0,2
1.6,1343,0,181259680,778,99,37,4,23,0.043700,2371,3540,92,22,0,1
1.6,1344,0,181308720,778,99,37,4,23,0.043994,2269,3286,92,22,0,1
1.6,1345,0,181341320,778,99,37,4,23,0.044173,2236,3059,92,22,0,1
1.6,1346,0,181406696,778,99,37,4,23,0.043206,2232,3040,92,22,0,1
1.6,1347,0,181463896,778,99,37,4,23,0.043193,2192,3005,92,22,0,1
1.6,1348,0,181520848,778,99,37,4,23,0.043565,2189,3005,92,22,0,1
1.6,1349,0,181569528,778,99,37,4,23,0.044049,2189,3005,85,17,0,2
1.6,1350,0,181634944,778,99,37,4,23,0.043512,2189,3005,85,17,0,2
1.6,1351,0,181667520,778,99,37,4,23,0.042688,2127,2888,85,17,0,2
1.6,1352,0,181700232,778,99,37,4,24,0.041757,1785,2527,85,17,0,2
1.6,1353,0,181741128,778,99,37,4,25,0.040323,1286,2021,85,17,0,2
1.6,1354,0,181790160,778,99,37,4,26,0.038895,1099,1780,85,17,0,2
1.6,1355,0,181847328,778,99,37,4,27,0.037503,859,1630,85,17,0,2
1.6,1356,0,181880016,778,99,37,4,27,0.036399,907,1575,91,24,0,2
1.6,1357,0,181929088,778,99,37,4,28,0.035500,964,1536,91,24,0,2
1.6,1358,0,181978088,778,99,37,4,30,0.033075,814,1428,91,24,0,2
1.6,1359,0,182010720,778,99,37,4,31,0.031919,821,1414,91,24,0,2
1.6,1360,0,182051552,778,99,37,4,33,0.030711,824,1468,91,24,0,2
1.6,1361,0,182092416,778,99,37,4,34,0.029408,754,1549,91,24,0,2
1.6,1362,0,182165872,778,99,37,4,36,0.028046,721,1754,91,24,0,2
1.6,1363,0,182223144,778,99,37,4,36,0.027472,611,1942,91,24,0,2
1.6,1364,0,182317304,778,99,37,4,36,0.028046,818,3303,91,24,0,2
1.6,1365,0,182349944,778,99,37,4,34,0.029281,1071,3479,92,42,0,2
1.6,1366,0,180931128,779,99,37,4,34,0.029735,1049,3494,92,42,0,2
1.6,1367,0,180980144,779,99,37,4,33,0.030203,1045,3464,92,42,0,2
1.6,1368,0,181012672,779,99,37,4,31,0.031957,1040,3407,92,42,0,2
1.6,1369,0,181045344,779,99,37,4,31,0.031995,1043,3407,92,42,0,2
1.6,1370,0,181086248,779,99,37,4,31,0.032765,1040,3403,92,42,0,2
1.6,1371,0,181158616,779,99,37,4,29,0.034564,1040,3403,92,42,0,2
1.6,1372,0,181183192,779,99,37,4,28,0.035110,1040,3403,92,42,0,2
1.6,1373,0,181239952,779,99,37,4,28,0.035572,1040,3405,95,30,0,2
1.6,1374,0,181297184,779,99,37,4,28,0.035305,1040,3405,95,30,0,2
1.6,1375,0,181329792,779,99,37,4,28,0.035525,1040,3405,95,30,0,2
1.6,1376,0,181387056,779,99,37,4,28,0.035858,1040,3405,95,30,0,2
1.6,1377,0,181427832,779,99,37,4,28,0.035817,1040,3405,95,30,0,2
1.6,1378,0,181468656,779,99,37,4,28,0.035183,1040,3405,95,30,0,2
1.6,1379,0,181534408,779,99,37,4,28,0.035899,1040,3405,95,30,0,2
1.6,1380,0,181781448,779,99,37,4,28,0.035470,1070,3405,95,30,0,2
1.6,1381,0,181838416,779,99,37,4,29,0.034757,1070,3405,96,37,0,3
1.6,1382,0,181879296,779,99,37,4,29,0.034930,1070,3405,96,37,0,3
1.6,1383,0,181920112,779,99,37,4,28,0.035641,1070,3405,96,37,0,3
1.6,1384,0,181944688,779,99,37,4,28,0.035508,1070,3405,96,37,0,3
1.6,1385,0,181993528,779,99,37,4,28,0.035176,1048,3411,96,37,0,3
1.6,1386,0,182026208,779,99,37,4,28,0.035508,1042,3397,96,37,0,3
1.6,1387,0,182101880,779,99,37,4,28,0.035635,1044,3414,96,37,0,3
1.6,1388,0,182150864,779,99,37,4,28,0.035898,1045,3406,96,37,0,3
1.6,1389,0,182191768,779,99,37,4,28,0.035970,1045,3428,94,37,0,2
1.6,1390,0,182248752,779,99,37,4,28,0.036342,1046,3438,94,37,0,2
1.6,1391,0,182281416,779,99,37,4,27,0.036853,831,3369,94,37,0,2
1.6,1392,0,182330480,779,99,37,4,27,0.036653,831,3369,94,37,0,2
1.6,1393,0,182371312,779,99,37,4,28,0.036170,832,3362,94,37,0,2
1.6,1394,0,182438816,779,99,37,4,27,0.037390,838,3364,94,37,0,2
1.6,1395,0,182496000,779,99,37,4,26,0.037807,843,3361,94,37,0,2
1.6,1396,0,182553240,779,99,37,4,26,0.038239,842,3370,92,33,0,3
1.6,1397,0,182602296,779,99,37,4,26,0.038723,843,3373,92,33,0,3
1.6,1398,0,181099352,780,99,37,4,26,0.038322,843,3372,92,33,0,3
1.6,1399,0,181156256,780,99,37,4,26,0.037816,845,3366,92,33,0,3
1.6,1400,0,181188960,780,99,37,4,26,0.038109,847,3355,92,33,0,3
1.6,1401,0,181256512,780,99,37,4,27,0.037720,847,3355,92,33,0,3
1.6,1402,0,181297360,780,99,37,4,26,0.038000,844,3367,92,33,0,3
1.6,1403,0,181353488,780,99,37,4,26,0.038773,836,3369,94,34,0,2
1.6,1404,0,181418896,780,99,37,4,26,0.038240,837,3366,94,34,0,2
1.6,1405,0,181451544,780,99,37,4,26,0.037967,847,3386,94,34,0,2
1.6,1406,0,181492368,780,99,37,4,27,0.036771,848,3360,94,34,0,2
1.6,1407,0,181533192,780,99,37,4,27,0.036410,856,3352,94,34,0,2
1.6,1408,0,181608904,780,99,37,4,27,0.037193,848,3324,94,34,0,2
1.6,1409,0,181657920,780,99,37,4,27,0.037139,846,3310,94,34,0,2
1.6,1410,0,181698816,780,99,37,4,27,0.036823,807,3308,94,35,0,1
1.6,1411,0,181747744,780,99,37,4,27,0.037432,803,3297,94,35,0,1
1.6,1412,0,181788616,780,99,37,4,27,0.037131,747,3281,94,35,0,1
1.6,1413,0,181837688,780,99,37,4,27,0.036641,622,3078,94,35,0,1
1.6,1414,0,181862264,780,99,37,4,28,0.036067,512,2006,94,35,0,1
1.6,1415,0,181911248,780,99,37,4,29,0.034257,491,1757,94,35,0,1
1.6,1416,0,181983896,780,99,37,4,30,0.033870,481,1734,94,35,0,1
1.6,1417,0,182041088,780,99,37,4,30,0.033279,482,1726,94,35,0,1
1.6,1418,0,182081720,780,99,37,4,32,0.031557,530,1749,91,31,0,2
1.6,1419,0,182130760,780,99,37,4,32,0.031291,539,1658,91,31,0,2
1.6,1420,0,182171528,780,99,37,4,33,0.030479,546,1587,91,31,0,2
1.6,1421,0,182204184,780,99,37,4,34,0.029124,571,1571,91,31,0,2
1.6,1422,0,182253080,780,99,37,4,35,0.028190,565,1562,91,31,0,2
1.6,1423,0,182285768,780,99,37,4,37,0.027118,665,1526,91,31,0,2
1.6,1424,0,182343000,780,99,37,4,38,0.026522,664,1528,91,31,0,2
1.6,1425,0,182375688,780,99,37,4,37,0.026688,660,1514,91,31,0,2
1.6,1426,0,182449632,780,99,37,4,38,0.026513,660,1514,91,31,0,2
1.6,1427,0,182490520,780,99,37,4,38,0.026311,660,1514,96,46,0,2
1.6,1428,0,182531368,780,99,37,4,38,0.026072,660,1514,96,46,0,2
1.6,1429,0,182564032,780,99,37,4,39,0.025530,660,1514,96,46,0,2
1.6,1430,0,182596632,780,99,37,4,39,0.025364,660,1514,96,46,0,2
1.6,1431,0,181140752,781,99,37,4,40,0.024939,656,1513,96,46,0,2
1.6,1432,0,181173496,781,99,37,4,40,0.025288,656,1513,96,46,0,2
1.6,1433,0,181214248,781,99,37,4,39,0.025603,656,1513,96,46,0,2
1.6,1434,0,181263288,781,99,37,4,40,0.025279,656,1513,96,46,0,2
1.6,1435,0,181295920,781,99,37,4,39,0.025353,656,1513,96,46,0,2
1.6,1436,0,181352280,781,99,37,4,39,0.025537,656,1513,96,46,0,2
1.6,1437,0,181392680,781,99,37,4,39,0.025451,656,1513,95,45,0,2
1.6,1438,0,181457664,781,99,37,4,39,0.025706,651,1513,95,45,0,2
1.6,1439,0,181490200,781,99,37,4,39,0.025958,651,1513,95,45,0,2
1.6,1440,0,181522848,781,99,37,4,38,0.026352,651,1513,95,45,0,2
1.6,1441,0,181571872,781,99,37,4,38,0.026231,651,1513,95,45,0,2
1.6,1442,0,181604544,781,99,37,4,38,0.026333,651,1513,95,45,0,2
1.6,1443,0,181653552,781,99,37,4,39,0.025697,651,1513,95,45,0,2
1.6,1444,0,181686224,781,99,37,4,38,0.026011,651,1513,95,45,0,2
1.6,1445,0,181727112,781,99,37,4,38,0.026256,651,1513,95,45,0,2
1.6,1446,0,181800528,781,99,37,4,39,0.025629,651,1513,95,45,0,2
1.6,1447,0,181841088,781,99,37,4,39,0.025585,651,1513,95,42,0,2
1.6,1448,0,181898168,781,99,37,4,38,0.026349,651,1513,95,42,0,2
1.6,1449,0,181930880,781,99,37,4,39,0.025492,651,1513,95,42,0,2
1.6,1450,0,181979848,781,99,37,4,39,0.025356,651,1513,95,42,0,2
1.6,1451,0,182004400,781,99,37,4,38,0.026003,651,1513,95,42,0,2
1.6,1452,0,182045200,781,99,37,4,39,0.025441,651,1513,95,42,0,2
1.6,1453,0,182085992,781,99,37,4,39,0.025840,651,1513,95,42,0,2
1.6,1454,0,182118680,781,99,37,4,40,0.025222,651,1513,95,42,0,2
1.6,1455,0,182167576,781,99,37,4,39,0.025321,651,1513,95,42,0,2
1.6,1456,0,182208400,781,99,37,4,39,0.025937,651,1513,95,42,0,2
1.6,1457,0,182249272,781,99,37,4,38,0.026079,651,1513,90,37,0,2
1.6,1458,0,182306208,781,99,37,4,39,0.025444,651,1513,90,37,0,2
1.6,1459,0,182338888,781,99,37,4,38,0.026288,651,1513,90,37,0,2
1.6,1460,0,182387824,781,99,37,4,39,0.025709,651,1513,90,37,0,2
1.6,1461,0,182428712,781,99,37,4,39,0.025664,651,1513,90,37,0,2
1.6,1462,0,182477752,781,99,37,4,38,0.026382,651,1513,90,37,0,2
1.6,1463,0,182510440,781,99,37,4,39,0.025910,651,1513,90,37,0,2
1.6,1464,0,182551272,781,99,37,4,38,0.026381,651,1513,90,37,0,2
1.6,1465,0,182592144,781,99,37,4,38,0.026205,651,1513,90,37,0,2
1.6,1466,0,182665664,781,99,37,4,39,0.025772,651,1513,90,37,0,2
1.6,1467,0,182698344,781,99,37,4,39,0.025927,651,1513,95,44,1,2
1.6,1468,0,181167968,782,99,37,4,38,0.026118,651,1513,95,44,1,2
1.6,1469,0,181217056,782,99,37,4,38,0.026182,651,1513,95,44,1,2
1.6,1470,0,181249736,782,99,37,4,38,0.026073,651,1513,95,44,1,2
1.6,1471,0,181282408,782,99,37,4,39,0.025868,651,1513,95,44,1,2
1.6,1472,0,181347800,782,99,37,4,40,0.025255,651,1513,95,44,1,2
1.6,1473,0,181380496,782,99,37,4,39,0.025613,651,1513,95,44,1,2
1.6,1474,0,181421152,782,99,37,4,39,0.025822,651,1513,95,44,1,2
1.6,1475,0,181461968,782,99,37,4,39,0.025582,651,1513,95,44,1,2
1.6,1476,0,181535840,782,99,37,4,39,0.025838,651,1513,95,44,1,2
1.6,1477,0,181576336,782,99,37,4,40,0.025297,651,1513,95,47,0,2
1.6,1478,0,181641696,782,99,37,4,40,0.025185,651,1513,95,47,0,2
1.6,1479,0,181674360,782,99,37,4,41,0.024634,651,1513,95,47,0,2
1.6,1480,0,181760096,782,99,37,4,40,0.025138,653,1513,95,47,0,2
1.6,1481,0,181800808,782,99,37,4,39,0.025707,653,1513,95,47,0,2
1.6,1482,0,181833344,782,99,37,4,38,0.026411,653,1513,95,47,0,2
1.6,1483,0,181882376,782,99,37,4,38,0.026060,653,1513,95,47,0,2
1.6,1484,0,181923184,782,99,37,4,38,0.026037,653,1513,95,47,0,2
1.6,1485,0,181955872,782,99,37,4,38,0.026116,653,1513,95,47,0,2
1.6,1486,0,182039480,782,99,37,4,38,0.026050,653,1513,95,47,0,2
1.6,1487,0,182080224,782,99,37,4,38,0.026325,653,1513,95,51,0,3
1.6,1488,0,182129232,782,99,37,4,38,0.026655,653,1513,95,51,0,3
1.6,1489,0,182161888,782,99,37,4,38,0.026645,653,1513,95,51,0,3
1.6,1490,0,182210904,782,99,37,4,37,0.026704,653,1513,95,51,0,3
1.6,1491,0,182251752,782,99,37,4,38,0.026527,653,1513,95,51,0,3
1.6,1492,0,182284440,782,99,37,4,39,0.025793,653,1513,95,51,0,3
1.6,1493,0,182341696,782,99,37,4,38,0.026370,653,1513,95,51,0,3
1.6,1494,0,182366272,782,99,37,4,38,0.026567,653,1513,95,51,0,3
1.6,1495,0,182435656,782,99,37,4,38,0.026339,653,1513,95,51,0,3
1.6,1496,0,182507760,782,99,37,4,38,0.026566,653,1513,95,51,0,3
1.6,1497,0,182556280,782,99,37,4,38,0.026450,653,1513,95,48,0,2
1.6,1498,0,182605224,782,99,37,4,37,0.026750,653,1513,95,48,0,2
1.6,1499,0,182646056,782,99,37,4,38,0.026557,653,1513,95,48,0,2
1.6,1500,0,182678680,782,99,37,4,38,0.026297,653,1513,95,48,0,2
1.6,1501,0,181171640,783,99,37,4,38,0.026372,653,1513,95,48,0,2
1.6,1502,0,181220752,783,99,37,4,38,0.026541,653,1513,95,48,0,2
1.6,1503,0,181261648,783,99,37,4,38,0.026526,653,1513,95,48,0,2
1.6,1504,0,181310696,783,99,37,4,39,0.025840,653,1513,95,48,0,2
1.6,1505,0,181343160,783,99,37,4,38,0.026205,653,1513,95,48,0,2
1.6,1506,0,181407808,783,99,37,4,38,0.026031,653,1513,95,48,0,2
1.6,1507,0,181448680,783,99,37,4,38,0.026188,653,1513,94,41,0,2
1.6,1508,0,181489560,783,99,37,4,40,0.025167,653,1513,94,41,0,2
1.6,1509,0,181538560,783,99,37,4,39,0.025437,653,1513,94,41,0,2
1.6,1510,0,181571264,783,99,37,4,40,0.025294,653,1513,94,41,0,2
1.6,1511,0,181620176,783,99,37,4,40,0.025228,653,1513,94,41,0,2
1.6,1512,0,181652864,783,99,37,4,40,0.024964,653,1513,94,41,0,2
1.6,1513,0,181701832,783,99,37,4,40,0.024922,653,1513,94,41,0,2
1.6,1514,0,181734424,783,99,37,4,39,0.025880,653,1513,94,41,0,2
1.6,1515,0,181791488,783,99,37,4,39,0.025619,653,1513,94,41,0,2
1.6,1516,0,181842008,783,99,37,4,39,0.025563,653,1513,94,41,0,2
1.6,1517,0,181899024,783,99,37,4,40,0.025107,653,1513,95,44,0,2
1.6,1518,0,181948080,783,99,37,4,39,0.025791,653,1513,95,44,0,2
1.6,1519,0,181980760,783,99,37,4,39,0.025874,653,1513,95,44,0,2
1.6,1520,0,182037928,783,99,37,4,38,0.026475,653,1517,95,44,0,2
1.6,1521,0,182070608,783,99,37,4,38,0.026360,652,1516,95,44,0,2
1.6,1522,0,182111440,783,99,37,4,37,0.026788,652,1516,95,44,0,2
1.6,1523,0,182144112,783,99,37,4,38,0.026495,652,1516,95,44,0,2
1.6,1524,0,182184968,783,99,37,4,39,0.025901,652,1516,95,44,0,2
1.6,1525,0,182234008,783,99,37,4,38,0.026380,652,1515,95,44,0,2
1.6,1526,0,182308080,783,99,37,4,38,0.025982,652,1514,95,44,0,2
1.6,1527,0,182348832,783,99,37,4,38,0.026506,652,1514,96,44,0,2
1.6,1528,0,182389512,783,99,37,4,37,0.026825,652,1512,96,44,0,2
1.6,1529,0,182438488,783,99,37,4,37,0.026912,652,1512,96,44,0,2
1.6,1530,0,182479272,783,99,37,4,38,0.026174,652,1512,96,44,0,2
1.6,1531,0,182511976,783,99,37,4,38,0.026032,652,1512,96,44,0,2
1.6,1532,0,182560968,783,99,37,4,39,0.025809,652,1512,96,44,0,2
1.6,1533,0,182593640,783,99,37,4,39,0.025924,652,1512,96,44,0,2
1.6,1534,0,182642704,783,99,37,4,38,0.026332,652,1512,96,44,0,2
1.6,1535,0,182675376,783,99,37,4,38,0.026475,652,1512,96,44,0,2
1.6,1536,0,181184120,784,99,37,4,38,0.026634,654,1513,96,44,0,2
1.6,1537,0,181225032,784,99,37,4,37,0.026707,646,1513,92,40,0,2
1.6,1538,0,181265896,784,99,37,4,38,0.026282,648,1515,92,40,0,2
1.6,1539,0,181314856,784,99,37,4,38,0.026662,592,1550,92,40,0,2
1.6,1540,0,181371720,784,99,37,4,37,0.026779,560,1561,92,40,0,2
1.6,1541,0,181396272,784,99,37,4,37,0.027145,565,1563,92,40,0,2
1.6,1542,0,181437064,784,99,37,4,36,0.027429,537,1590,92,40,0,2
1.6,1543,0,181486080,784,99,37,4,36,0.027523,535,1658,92,40,0,2
1.6,1544,0,181518784,784,99,37,4,37,0.027154,543,1757,92,40,0,2
1.6,1545,0,181559624,784,99,37,4,37,0.027100,492,1703,92,40,0,2
1.6,1546,0,181633104,784,99,37,4,36,0.027532,490,1723,92,40,0,2
1.6,1547,0,181690280,784,99,37,4,36,0.027407,494,1736,96,52,0,1
1.6,1548,0,181731136,784,99,37,4,37,0.027364,492,1750,96,52,0,1
1.6,1549,0,181763688,784,99,37,4,37,0.026767,492,1750,96,52,0,1
1.6,1550,0,181812680,784,99,37,4,37,0.027294,492,1750,96,52,0,1
1.6,1551,0,181845328,784,99,37,4,37,0.027021,492,1750,96,52,0,1
1.6,1552,0,181902464,784,99,37,4,37,0.026808,492,1750,96,52,0,1
1.6,1553,0,181935128,784,99,37,4,38,0.026378,492,1750,96,52,0,1
1.6,1554,0,181967784,784,99,37,4,38,0.026074,492,1750,96,52,0,1
1.6,1555,0,182024992,784,99,37,4,39,0.025479,492,1750,96,52,0,1
1.6,1556,0,182092168,784,99,37,4,39,0.025383,492,1750,96,52,0,1
1.6,1557,0,182141160,784,99,37,4,40,0.025015,492,1750,95,39,0,2
1.6,1558,0,182181920,784,99,37,4,40,0.024960,492,1750,95,39,0,2
1.6,1559,0,182230864,784,99,37,4,40,0.025087,495,1753,95,39,0,2
1.6,1560,0,182271712,784,99,37,4,40,0.025135,495,1753,95,39,0,2
1.6,1561,0,182320728,784,99,37,4,39,0.025491,495,1753,95,39,0,2
1.6,1562,0,182353440,784,99,37,4,39,0.025786,495,1753,95,39,0,2
1.6,1563,0,182402392,784,99,37,4,39,0.025950,495,1753,95,39,0,2
1.6,1564,0,182435096,784,99,37,4,38,0.026653,495,1753,95,39,0,2
1.6,1565,0,182557184,784,99,37,4,37,0.027133,495,1753,95,39,0,2
1.6,1566,0,183442568,786,99,37,4,36,0.027639,495,1753,95,39,0,2
1.6,1567,0,183491480,786,99,37,4,35,0.028462,495,1753,98,54,0,2
1.6,1568,0,183532384,786,99,37,4,35,0.028647,495,1753,98,54,0,2
1.6,1569,0,183565048,786,99,37,4,35,0.028810,495,1753,98,54,0,2
1.6,1570,0,183622040,786,99,37,4,35,0.028612,495,1753,98,54,0,2
1.6,1571,0,183654744,786,99,37,4,36,0.027792,495,1753,98,54,0,2
1.6,1572,0,183703720,786,99,37,4,36,0.027724,495,1753,98,54,0,2
1.6,1573,0,183736392,786,99,37,4,35,0.028397,495,1753,98,54,0,2
1.6,1574,0,183793616,786,99,37,4,36,0.027625,495,1753,98,54,0,2
1.6,1575,0,183826288,786,99,37,4,36,0.027686,495,1753,98,54,0,2
1.6,1576,0,183910152,786,99,37,4,37,0.027267,495,1753,94,41,0,2
1.6,1577,0,183958896,786,99,37,4,37,0.026857,495,1753,94,41,0,2
1.6,1578,0,183999728,786,99,37,4,38,0.026327,495,1753,94,41,0,2
1.6,1579,0,184040616,786,99,37,4,38,0.026262,495,1753,94,41,0,2
1.6,1580,0,184073280,786,99,37,4,38,0.026072,495,1753,94,41,0,2
1.6,1581,0,184122296,786,99,37,4,38,0.026633,495,1753,94,41,0,2
1.6,1582,0,184154984,786,99,37,4,37,0.027091,495,1753,94,41,0,2
1.6,1583,0,184203920,786,99,37,4,37,0.026976,495,1753,94,41,0,2
1.6,1584,0,184244760,786,99,37,4,37,0.026907,495,1753,94,41,0,2
1.6,1585,0,184277456,786,99,37,4,37,0.026672,495,1753,94,41,0,2
1.6,1586,0,184367576,786,99,37,4,37,0.026989,495,1753,91,39,0,2
1.6,1587,0,184408448,786,99,37,4,38,0.026343,495,1753,91,39,0,2
1.6,1588,0,184555776,786,99,37,4,36,0.027537,492,1751,91,39,0,2
1.6,1589,0,184711008,786,99,37,4,34,0.029094,492,1751,91,39,0,2
1.6,1590,0,184760080,786,99,37,4,32,0.031241,1125,3484,91,39,0,2
1.6,1591,0,184800936,786,99,37,4,30,0.033289,1125,3484,91,39,0,2
1.6,1592,0,184858152,786,99,37,4,29,0.034493,1125,3484,91,39,0,2
1.6,1593,0,184922040,786,99,37,4,28,0.036025,1125,3484,91,39,0,2
1.6,1594,0,184962920,786,99,37,4,26,0.037919,1125,3484,93,38,0,2
1.6,1595,0,185028328,786,99,37,4,25,0.039617,1125,3484,93,38,0,2
1.6,1596,0,185085496,786,99,37,4,24,0.041000,1125,3484,93,38,0,2
1.6,1597,0,185126384,786,99,37,4,23,0.042820,1125,3484,93,38,0,2
1.6,1598,0,185167128,786,99,37,4,23,0.042752,1125,3484,93,38,0,2
1.6,1599,0,182119896,787,100,37,4,23,0.043147,1125,3484,93,38,0,2
1.6,1600,0,182195680,787,100,37,4,23,0.042719,1125,3484,90,32,0,1
1.6,1601,0,182261088,787,100,37,4,24,0.041506,1125,3484,90,32,0,1
1.6,1602,0,182309944,787,100,37,4,24,0.041444,1125,3484,90,32,0,1
1.6,1603,0,182350728,787,100,37,4,25,0.040350,1125,3484,90,32,0,1
1.6,1604,0,182399736,787,100,37,4,24,0.040867,1125,3484,90,32,0,1
1.6,1605,0,182440552,787,100,37,4,25,0.040431,1125,3484,90,32,0,1
1.6,1606,0,182489584,787,100,37,4,25,0.039895,1125,3484,90,32,0,1
1.6,1607,0,182573264,787,100,37,4,25,0.039714,1125,3484,93,35,0,2
1.6,1608,0,182614096,787,100,37,4,25,0.040337,1125,3484,93,35,0,2
1.6,1609,0,182671304,787,100,37,4,25,0.040438,1125,3484,93,35,0,2
1.6,1610,0,182728528,787,100,37,4,25,0.040806,1125,3484,93,35,0,2
1.6,1611,0,182769432,787,100,37,4,25,0.040554,1125,3484,93,35,0,2
1.6,1612,0,182818400,787,100,37,4,24,0.040956,1125,3484,93,35,0,2
1.6,1613,0,182900600,787,100,37,4,24,0.041885,1129,3486,93,35,0,2
1.6,1614,0,182949208,787,100,37,4,24,0.041812,1126,3483,89,25,0,1
1.6,1615,0,183006480,787,100,37,4,24,0.041531,1322,3480,89,25,0,1
1.6,1616,0,183063608,787,100,37,4,24,0.042255,1352,3475,89,25,0,1
1.6,1617,0,183104376,787,100,37,4,24,0.041803,1417,3478,89,25,0,1
1.6,1618,0,183145088,787,100,37,4,24,0.042205,1427,3473,89,25,0,1
1.6,1619,0,183202264,787,100,37,4,24,0.041586,1432,3494,89,25,0,1
1.6,1620,0,183293760,787,100,37,4,24,0.041758,1432,3494,92,29,0,2
1.6,1621,0,183334568,787,100,37,4,23,0.043135,1432,3494,92,29,0,2
1.6,1622,0,183416392,787,100,37,4,23,0.042987,1432,3494,92,29,0,2
1.6,1623,0,183457272,787,100,37,4,23,0.042846,1432,3494,92,29,0,2
1.6,1624,0,183498040,787,100,37,4,24,0.042036,1432,3494,92,29,0,2
1.6,1625,0,183555176,787,100,37,4,23,0.043213,1432,3494,92,29,0,2
